-0.557238 0.82921
0.700971 1.02536
-4.78839 -0.412563
0.997195 -1.18864
1.00843 -0.0424849
1.00843 0.0424849
0.997195 1.18864
-4.78839 0.412563
0.700971 -1.02536
-0.557238 -0.82921
-0.588995 -0.850583
-0.0467128 0.573138
1.24054 -1.84153
-21.093 4.66646
1.81543 1.56263
0.918318 0.142691
0.918318 -0.142691
1.81543 -1.56263
-21.093 -4.66646
1.24054 1.84153
-0.0467128 -0.573138
-0.588995 0.850583
-0.475043 -0.858107
-0.707381 -1.07145
-1.58764 0.258062
-0.416664 1.12538
-0.851631 -0.0773945
0.848479 0.0878109
0.848479 -0.0878109
-0.851631 0.0773945
-0.416664 -1.12538
-1.58764 -0.258062
-0.707381 1.07145
-0.475043 0.858107
-0.47535 -0.816739
0.182548 0.222274
-6.41954 19.7919
0.992172 -0.0573219
0.992172 0.0573219
-6.41954 -19.7919
0.182548 -0.222274
-0.47535 0.816739
-0.510719 -0.86571
0.305851 -0.0750293
-0.60011 0.781921
-0.545619 0.89513
-0.593949 -0.974835
0.788186 -0.107814
0.788186 0.107814
-0.593949 0.974835
-0.545619 -0.89513
-0.60011 -0.781921
0.305851 0.0750293
-0.510719 0.86571
-0.596423 -0.75892
1.04088 -0.0261017
3.14839 1.31275
11.5367 -9.75696
1.51803 0.188747
0.989397 0.0386994
0.989397 -0.0386994
1.51803 -0.188747
11.5367 9.75696
3.14839 -1.31275
1.04088 0.0261017
-0.596423 0.75892
-0.358716 -0.778979
-0.798914 -1.91184
-2.36193 1.82475
0.160344 0.945877
0.788976 -0.330341
1.0232 0.0145149
1.0232 -0.0145149
0.788976 0.330341
0.160344 -0.945877
-2.36193 -1.82475
-0.798914 1.91184
-0.358716 0.778979
-0.505589 -0.877744
-0.630934 -0.749295
-0.472574 0.33407
-0.172225 -2.63948
0.821795 -0.0681994
1.00704 -0.0137895
1.00704 0.0137895
0.821795 0.0681994
-0.172225 2.63948
-0.472574 -0.33407
-0.630934 0.749295
-0.505589 0.877744
-0.460591 -0.882474
-1.41861 -3.16637
0.674988 0.784257
-4.91305 -6.16102
1.6672 -0.182416
1.0418 0.0677717
0.988734 0.00649479
0.988734 -0.00649479
1.0418 -0.0677717
1.6672 0.182416
-4.91305 6.16102
0.674988 -0.784257
-1.41861 3.16637
-0.460591 0.882474
-0.421462 -0.761371
0.0729015 -1.75348
-5.48674 1.7498
0.54169 1.31372
0.717997 0.106985
0.968427 -0.0561158
1.01355 -0.00824315
1.01355 0.00824315
0.968427 0.0561158
0.717997 -0.106985
0.54169 -1.31372
-5.48674 -1.7498
0.0729015 1.75348
-0.421462 0.761371
-0.497243 -0.889181
-0.687795 -0.90798
-0.879046 -0.0546031
-0.548909 0.92683
0.263533 -1.14003
1.22526 -0.141951
1.05035 0.0418163
0.99077 0.0211871
0.99077 -0.0211871
1.05035 -0.0418163
1.22526 0.141951
0.263533 1.14003
-0.548909 -0.92683
-0.879046 0.0546031
-0.687795 0.90798
-0.497243 0.889181
-0.49296 -0.810746
-0.174185 -0.707432
2.8991 -1.91645
6.99995 7.98565
1.3087 0.656977
0.945992 0.180038
0.929373 0.0247516
0.970556 -0.0272692
1.00959 -0.0261661
1.00959 0.0261661
0.970556 0.0272692
0.929373 -0.0247516
0.945992 -0.180038
1.3087 -0.656977
6.99995 -7.98565
2.8991 1.91645
-0.174185 0.707432
-0.49296 0.810746
-0.481158 -0.87711
-0.476695 -1.00405
-1.12389 -1.26695
-1.32637 0.653139
0.249478 0.552046
0.649084 0.113029
0.828933 -0.0616593
0.95863 -0.103053
1.0447 -0.0698771
1.0447 0.0698771
0.95863 0.103053
0.828933 0.0616593
0.649084 -0.113029
0.249478 -0.552046
-1.32637 -0.653139
-1.12389 1.26695
-0.476695 1.00405
-0.481158 0.87711
-0.560396 -0.870961
-0.684266 -0.714065
-0.523798 -0.281966
0.0199075 -0.112082
0.461723 -0.199002
0.764931 -0.268937
0.988744 -0.251211
1.13662 -0.150542
1.13662 0.150542
0.988744 0.251211
0.764931 0.268937
0.461723 0.199002
0.0199075 0.112082
-0.523798 0.281966
-0.684266 0.714065
-0.560396 0.870961
-0.505734 -0.830726
-0.46902 -0.742108
-0.295667 -0.611627
0.0305536 -0.548668
0.406365 -0.566628
0.769164 -0.572141
1.09141 -0.486596
1.32571 -0.284226
1.32571 0.284226
1.09141 0.486596
0.769164 0.572141
0.406365 0.566628
0.0305536 0.548668
-0.295667 0.611627
-0.46902 0.742108
-0.505734 0.830726
-0.472818 -0.856345
-0.406049 -0.843524
-0.252188 -0.843825
0.00935706 -0.884732
0.369351 -0.953041
0.808417 -0.975253
1.279 -0.849508
1.66763 -0.508865
1.66763 0.508865
1.279 0.849508
0.808417 0.975253
0.369351 0.953041
0.00935706 0.884732
-0.252188 0.843825
-0.406049 0.843524
-0.472818 0.856345
-0.482294 -0.891122
-0.434577 -0.935402
-0.322945 -1.0271
-0.110079 -1.18174
0.249438 -1.38023
0.803121 -1.53109
1.53857 -1.44813
2.25735 -0.92714
2.25735 0.92714
1.53857 1.44813
0.803121 1.53109
0.249438 1.38023
-0.110079 1.18174
-0.322945 1.0271
-0.434577 0.935402
-0.482294 0.891122
-0.522654 -0.900905
-0.52629 -0.979555
-0.493624 -1.14186
-0.374179 -1.42275
-0.0717985 -1.83701
0.58313 -2.31069
1.7688 -2.5244
3.27707 -1.83656
3.27707 1.83656
1.7688 2.5244
0.58313 2.31069
-0.0717985 1.83701
-0.374179 1.42275
-0.493624 1.14186
-0.52629 0.979555
-0.522654 0.900905
-0.51752 -0.849614
-0.569039 -0.862226
-0.651047 -0.940544
-0.743938 -1.1358
-0.807468 -1.51855
-0.734687 -2.19531
-0.217109 -3.27436
1.48269 -4.52663
5.01391 -4.24456
5.01391 4.24456
1.48269 4.52663
-0.217109 3.27436
-0.734687 2.19531
-0.807468 1.51855
-0.743938 1.1358
-0.651047 0.940544
-0.569039 0.862226
-0.51752 0.849614
-0.478895 -0.862183
-0.486883 -0.807711
-0.582427 -0.75835
-0.762598 -0.787631
-1.01475 -0.948946
-1.348 -1.32629
-1.76611 -2.12146
-2.10979 -3.83839
-1.17982 -7.54813
6.59134 -12.2264
6.59134 12.2264
-1.17982 7.54813
-2.10979 3.83839
-1.76611 2.12146
-1.348 1.32629
-1.01475 0.948946
-0.762598 0.787631
-0.582427 0.75835
-0.486883 0.807711
-0.478895 0.862183
-0.435766 -0.935256
-0.351302 -0.760501
-0.512138 -0.569856
-0.807022 -0.50758
-1.20556 -0.563287
-1.7886 -0.760349
-2.766 -1.23421
-4.66343 -2.48883
-8.91192 -6.91948
-14.5212 -32.3746
-14.5212 32.3746
-8.91192 6.91948
-4.66343 2.48883
-2.766 1.23421
-1.7886 0.760349
-1.20556 0.563287
-0.807022 0.50758
-0.512138 0.569856
-0.351302 0.760501
-0.435766 0.935256
-0.417717 -0.853455
-0.715714 -0.687419
-0.394886 -1.51484
0.0981899 -0.637252
-0.338573 -0.236722
-0.76339 -0.117978
-1.22962 -0.0514636
-1.87768 0.0391525
