-1 -1 0.0666667 0.0333333
-1 -0.96 0.0680821 0.0293356
-1 -0.92 0.0696703 0.0253522
-1 -0.88 0.0714436 0.0214002
-1 -0.84 0.0734134 0.0174997
-1 -0.8 0.0755899 0.0136744
-1 -0.76 0.0779813 0.00995128
-1 -0.72 0.0805926 0.00636114
-1 -0.68 0.0834252 0.00293827
-1 -0.64 0.0864757 -0.00027975
-1 -0.6 0.0897347 -0.0032526
-1 -0.56 0.0931858 -0.00593802
-1 -0.52 0.0968045 -0.00829302
-1 -0.48 0.100557 -0.0102754
-1 -0.44 0.104401 -0.0118455
-1 -0.4 0.108284 -0.0129687
-1 -0.36 0.112142 -0.0136177
-1 -0.32 0.115906 -0.013775
-1 -0.28 0.119498 -0.0134357
-1 -0.24 0.122836 -0.0126093
-1 -0.2 0.125838 -0.0113215
-1 -0.16 0.128424 -0.00961496
-1 -0.12 0.130521 -0.00754897
-1 -0.08 0.132067 -0.0051981
-1 -0.04 0.133014 -0.00264964
-1 0 0.133333 0
-1 0.04 0.133014 0.00264964
-1 0.08 0.132067 0.0051981
-1 0.12 0.130521 0.00754897
-1 0.16 0.128424 0.00961496
-1 0.2 0.125838 0.0113215
-1 0.24 0.122836 0.0126093
-1 0.28 0.119498 0.0134357
-1 0.32 0.115906 0.013775
-1 0.36 0.112142 0.0136177
-1 0.4 0.108284 0.0129687
-1 0.44 0.104401 0.0118455
-1 0.48 0.100557 0.0102754
-1 0.52 0.0968045 0.00829302
-1 0.56 0.0931858 0.00593802
-1 0.6 0.0897347 0.0032526
-1 0.64 0.0864757 0.00027975
-1 0.68 0.0834252 -0.00293827
-1 0.72 0.0805926 -0.00636114
-1 0.76 0.0779813 -0.00995128
-1 0.8 0.0755899 -0.0136744
-1 0.84 0.0734134 -0.0174997
-1 0.88 0.0714436 -0.0214002
-1 0.92 0.0696703 -0.0253522
-1 0.96 0.0680821 -0.0293356
-1 1 0.0666667 -0.0333333
-0.96 -1 0.0625845 0.0320022
-0.96 -0.96 0.064 0.027831
-0.96 -0.92 0.0656038 0.0236601
-0.96 -0.88 0.0674117 0.0195068
-0.96 -0.84 0.0694385 0.0153924
-0.96 -0.8 0.0716984 0.0113419
-0.96 -0.76 0.0742035 0.00738496
-0.96 -0.72 0.076963 0.00355556
-0.96 -0.68 0.0799823 -0.000107543
-0.96 -0.64 0.0832616 -0.00356114
-0.96 -0.6 0.0867945 -0.00675803
-0.96 -0.56 0.0905667 -0.00964779
-0.96 -0.52 0.0945542 -0.0121781
-0.96 -0.48 0.0987222 -0.0142963
-0.96 -0.44 0.103024 -0.015952
-0.96 -0.4 0.107401 -0.0170993
-0.96 -0.36 0.111782 -0.0177005
-0.96 -0.32 0.116083 -0.0177292
-0.96 -0.28 0.120213 -0.0171733
-0.96 -0.24 0.124073 -0.016039
-0.96 -0.2 0.127561 -0.0143521
-0.96 -0.16 0.130578 -0.0121602
-0.96 -0.12 0.133034 -0.00953233
-0.96 -0.08 0.134848 -0.00655727
-0.96 -0.04 0.135962 -0.00334062
-0.96 0 0.136338 0
-0.96 0.04 0.135962 0.00334062
-0.96 0.08 0.134848 0.00655727
-0.96 0.12 0.133034 0.00953233
-0.96 0.16 0.130578 0.0121602
-0.96 0.2 0.127561 0.0143521
-0.96 0.24 0.124073 0.016039
