0.21 -0.13 -0.0432444 -0.0901661 5
0.21 0.13 -0.0432444 0.0901661 5
0.21 0.58 0.0701793 0.0712381 1
0.22 -0.13 -0.0467721 -0.0883876 5
0.22 0.13 -0.0467721 0.0883876 5
0.23 -0.74 0.0689224 -0.0724549 0
0.23 0.74 0.0689224 0.0724549 0
0.24 -0.13 -0.0529196 -0.0848499 4
0.24 0.13 -0.0529196 0.0848499 4
0.25 -0.73 0.0667392 -0.0744706 0
0.25 -0.13 -0.055596 -0.0831209 4
0.25 0.13 -0.055596 0.0831209 4
0.25 0.73 0.0667392 0.0744706 0
0.26 -0.15 -0.0476967 -0.0878921 3
0.26 0.15 -0.0476967 0.0878921 3
0.27 -0.61 0.0616677 -0.0787216 0
0.27 0.61 0.0616677 0.0787216 0
0.28 -0.6 0.0596497 -0.0802616 0
0.28 0.6 0.0596497 0.0802616 0
0.31 -0.23 -0.0238766 -0.0971077 2
0.31 0.23 -0.0238766 0.0971077 2
0.32 -0.72 0.0589882 -0.0807489 0
0.32 -0.21 -0.0347225 -0.0937782 2
0.32 0.21 -0.0347225 0.0937782 2
0.32 0.72 0.0589882 0.0807489 0
0.34 -0.71 0.05663 -0.0824199 0
0.34 0.71 0.05663 0.0824199 0
0.37 -0.9 0.0563551 -0.0826081 0
0.37 -0.89 0.0564036 -0.082575 0
0.37 -0.7 0.0532164 -0.0846641 0
0.37 0.7 0.0532164 0.0846641 0
0.37 0.89 0.0564036 0.082575 0
0.37 0.9 0.0563551 0.0826081 0
0.38 -0.92 0.055714 -0.0830419 0
0.38 -0.68 0.0512528 -0.0858671 0
0.38 -0.48 0.0306907 -0.0951739 1
0.38 0.48 0.0306907 0.0951739 1
0.38 0.68 0.0512528 0.0858671 0
0.38 0.92 0.055714 0.0830419 0
0.39 -1 0.054381 -0.0839208 0
0.39 -0.83 0.0549855 -0.083526 0
0.39 -0.78 0.0541173 -0.0840911 0
0.39 -0.75 0.0532863 -0.0846201 0
0.39 -0.69 0.0507923 -0.0861402 0
0.39 -0.68 0.0502545 -0.0864551 0
0.39 -0.61 0.0453251 -0.0891383 0
0.39 0.61 0.0453251 0.0891383 0
0.39 0.68 0.0502545 0.0864551 0
0.39 0.69 0.0507923 0.0861402 0
0.39 0.75 0.0532863 0.0846201 0
0.39 0.78 0.0541173 0.0840911 0
0.39 0.83 0.0549855 0.083526 0
0.39 1 0.054381 0.0839208 0
0.4 -0.98 0.0543022 -0.0839719 0
0.4 -0.88 0.0547633 -0.0836719 0
0.4 -0.84 0.054472 -0.0838618 0
0.4 -0.7 0.050373 -0.0863861 0
0.4 -0.69 0.0498483 -0.08669 0
0.4 -0.68 0.0492862 -0.0870108 0
0.4 0.68 0.0492862 0.0870108 0
0.4 0.69 0.0498483 0.08669 0
0.4 0.7 0.050373 0.0863861 0
0.4 0.84 0.054472 0.0838618 0
0.4 0.88 0.0547633 0.0836719 0
0.4 0.98 0.0543022 0.0839719 0
0.41 -0.68 0.0483486 -0.0875352 0
0.41 0.68 0.0483486 0.0875352 0
0.42 -0.7 0.04862 -0.0873848 0
0.42 0.7 0.04862 0.0873848 0
0.43 -0.43 0.0135924 -0.0990719 1
0.43 0.43 0.0135924 0.0990719 1
0.44 -0.71 0.0475612 -0.0879655 0
0.44 -0.39 0.00284223 -0.0999596 1
0.44 0.39 0.00284223 0.0999596 1
0.44 0.71 0.0475612 0.0879655 0
0.47 -0.43 0.00868199 -0.0996224 0
0.47 0.43 0.00868199 0.0996224 0
0.48 -0.73 0.0459228 -0.0888319 0
0.48 0.73 0.0459228 0.0888319 0
0.49 -0.74 0.0458793 -0.0888543 0
0.49 0.74 0.0458793 0.0888543 0
0.5 -0.74 0.0453271 -0.0891373 0
0.5 0.74 0.0453271 0.0891373 0
0.51 -0.4 -0.00210845 -0.0999778 0
0.51 0.4 -0.00210845 0.0999778 0
0.53 -0.75 0.0444165 -0.0895945 0
0.53 -0.51 0.0191117 -0.0981567 0
0.53 0.51 0.0191117 0.0981567 0
0.53 0.75 0.0444165 0.0895945 0
0.56 -0.77 0.0443327 -0.089636 0
0.56 0.77 0.0443327 0.089636 0
0.57 -0.77 0.044011 -0.0897944 0
0.57 0.77 0.044011 0.0897944 0
0.67 -0.88 0.046973 -0.088281 0
0.67 -0.84 0.0455793 -0.0890086 0
0.67 0.84 0.0455793 0.0890086 0
0.67 0.88 0.046973 0.088281 0
0.68 -0.83 0.0451486 -0.0892278 0
0.68 0.83 0.0451486 0.0892278 0
0.74 -0.94 0.0487491 -0.0873128 0
0.74 -0.93 0.0485275 -0.0874362 0
0.74 -0.89 0.0474864 -0.0880059 0
0.74 0.89 0.0474864 0.0880059 0
0.74 0.93 0.0485275 0.0874362 0
0.74 0.94 0.0487491 0.0873128 0
0.76 -0.95 0.049156 -0.0870843 0
0.76 0.95 0.049156 0.0870843 0
0.77 -0.96 0.0494677 -0.0869077 0
0.77 0.96 0.0494677 0.0869077 0
0.78 -0.97 0.0497772 -0.0867308 0
0.78 0.97 0.0497772 0.0867308 0
0.83 -0.98 0.0507647 -0.0861565 0
0.83 0.98 0.0507647 0.0861565 0
0.84 -0.95 0.0504675 -0.0863309 0
0.84 0.95 0.0504675 0.0863309 0
