-0.99 -0.14 -0.0997531 0.00702316 0
-0.99 -0.13 -0.0997841 0.00656828 0
-0.99 0.13 -0.0997841 -0.00656828 0
-0.99 0.14 -0.0997531 -0.00702316 0
-0.9 -0.08 -0.0997919 0.00644769 0
-0.9 0.08 -0.0997919 -0.00644769 0
-0.89 -0.06 -0.0998707 0.00508307 0
-0.89 0.06 -0.0998707 -0.00508307 0
-0.87 -0.05 -0.099893 0.00462562 0
-0.87 0.05 -0.099893 -0.00462562 0
-0.85 -0.04 -0.0999188 0.00402795 0
-0.85 0.04 -0.0999188 -0.00402795 0
-0.81 -0.01 -0.099993 0.00118365 0
-0.81 0.01 -0.099993 -0.00118365 0
-0.8 -0.01 -0.0999924 0.00122993 0
-0.8 0.01 -0.0999924 -0.00122993 0
-0.79 -0.07 -0.0996065 0.00886271 0
-0.79 -0.01 -0.0999918 0.00127739 0
-0.79 0.01 -0.0999918 -0.00127739 0
-0.79 0.07 -0.0996065 -0.00886271 0
-0.78 -0.01 -0.0999912 0.00132606 0
-0.78 0.01 -0.0999912 -0.00132606 0
-0.76 -0.15 -0.0978669 0.0205445 0
-0.76 0.15 -0.0978669 -0.0205445 0
-0.75 -0.02 -0.0999563 0.00295752 0
-0.75 0.02 -0.0999563 -0.00295752 0
-0.74 -0.17 -0.0968956 0.0247232 0
-0.74 -0.03 -0.0998945 0.00459323 0
-0.74 0.03 -0.0998945 -0.00459323 0
-0.74 0.17 -0.0968956 -0.0247232 0
-0.73 -0.03 -0.0998867 0.0047583 0
-0.73 0.03 -0.0998867 -0.0047583 0
-0.63 -0.2 -0.0912562 0.0408939 0
-0.63 0.2 -0.0912562 -0.0408939 0
-0.6 -0.19 -0.0903594 0.0428391 0
-0.6 -0.11 -0.09652 0.0261514 1
-0.6 0.11 -0.09652 -0.0261514 1
-0.6 0.19 -0.0903594 -0.0428391 0
-0.56 -0.18 -0.0888294 0.0459275 1
-0.56 0.18 -0.0888294 -0.0459275 1
-0.51 -0.23 -0.0771511 0.0636216 1
-0.51 0.23 -0.0771511 -0.0636216 1
-0.5 -0.23 -0.0758278 0.0651932 1
-0.5 0.23 -0.0758278 -0.0651932 1
-0.45 -0.16 -0.0827959 0.0560789 1
-0.45 0.16 -0.0827959 -0.0560789 1
-0.43 -0.21 -0.0693737 0.0720228 1
-0.43 -0.2 -0.0717288 0.0696777 1
-0.43 -0.19 -0.0740471 0.0672088 1
-0.43 0.19 -0.0740471 -0.0672088 1
-0.43 0.2 -0.0717288 -0.0696777 1
-0.43 0.21 -0.0693737 -0.0720228 1
-0.37 -0.21 -0.0576991 0.0816751 1
-0.37 0.21 -0.0576991 -0.0816751 1
-0.36 -0.17 -0.0680626 0.0732631 2
-0.36 0.17 -0.0680626 -0.0732631 2
-0.35 -0.18 -0.0629176 0.0777263 2
-0.35 0.18 -0.0629176 -0.0777263 2
-0.34 -0.18 -0.0607714 0.0794156 2
-0.34 -0.17 -0.0641895 0.0766792 2
-0.34 0.17 -0.0641895 -0.0766792 2
-0.34 0.18 -0.0607714 -0.0794156 2
-0.33 -0.16 -0.0656014 0.0754749 2
-0.33 0.16 -0.0656014 -0.0754749 2
-0.3 -0.13 -0.0707171 0.0707043 3
-0.3 0.13 -0.0707171 -0.0707043 3
-0.26 -0.15 -0.0523776 0.0851856 3
-0.26 0.15 -0.0523776 -0.0851856 3
-0.23 -0.38 0.0458477 0.0888706 1
-0.23 0.38 0.0458477 -0.0888706 1
-0.22 -0.13 -0.0496937 0.0867786 5
-0.22 -0.12 -0.0554515 0.0832174 5
-0.22 0.12 -0.0554515 -0.0832174 5
-0.22 0.13 -0.0496937 -0.0867786 5
-0.19 -0.12 -0.0439863 0.0898065 6
-0.19 0.12 -0.0439863 -0.0898065 6
-0.18 -0.12 -0.0393785 0.0919202 7
-0.18 -0.1 -0.0535682 0.084442 7
-0.18 0.1 -0.0535682 -0.084442 7
-0.18 0.12 -0.0393785 -0.0919202 7
-0.15 -0.08 -0.0561144 0.0827718 11
-0.15 0.08 -0.0561144 -0.0827718 11
-0.12 -0.07 -0.049456 0.0869143 17
-0.12 0.07 -0.049456 -0.0869143 17
-0.1 -0.06 -0.0471985 0.0881606 24
-0.1 0.06 -0.0471985 -0.0881606 24
-0.06 -0.03 -0.0600238 0.0799822 74
-0.06 0.03 -0.0600238 -0.0799822 74
-0.05 -0.03 -0.0470763 0.088226 98
-0.05 0.03 -0.0470763 -0.088226 98
-0.04 -0.02 -0.060007 0.0799947 166
-0.04 0.02 -0.060007 -0.0799947 166
-0.03 -0.02 -0.0384658 0.0923059 256
-0.03 0.02 -0.0384658 -0.0923059 256
-0.02 -0.01 -0.0600009 0.0799993 666
-0.02 0.01 -0.0600009 -0.0799993 666
-0.01 -0.32 0.0999558 0.00297144 3
-0.01 -0.01 -2e-07 0.1 1666
-0.01 0.01 -2e-07 -0.1 1666
-0.01 0.32 0.0999558 -0.00297144 3
0 -0.3 0.0999636 -0.00269902 3
0 -0.21 0.0999957 -0.00092606 7
0 -0.17 0.0999988 -0.000491294 11
0 -0.14 0.0999996 -0.000274399 17
0 -0.09 0.1 -7.29e-05 41
0 -0.06 0.1 -2.16e-05 92
0 -0.05 0.1 -1.25e-05 133
0 -0.04 0.1 -6.4e-06 208
0 0 nan nan 0
0 0.04 0.1 6.4e-06 208
0 0.05 0.1 1.25e-05 133
0 0.06 0.1 2.16e-05 92
0 0.09 0.1 7.29e-05 41
0 0.14 0.0999996 0.000274399 17
0 0.17 0.0999988 0.000491294 11
0 0.21 0.0999957 0.00092606 7
0 0.3 0.0999636 0.00269902 3
0.01 -0.31 0.0995576 -0.0093959 3
0.01 -0.01 2e-07 -0.1 1666
0.01 0.01 2e-07 0.1 1666
0.01 0.31 0.0995576 0.0093959 3
0.02 -0.38 0.0987376 -0.0158393 2
0.02 -0.29 0.0986966 -0.0160926 3
0.02 -0.01 -0.0599991 -0.0800007 666
0.02 0.01 -0.0599991 0.0800007 666
0.02 0.29 0.0986966 0.0160926 3
0.02 0.38 0.0987376 0.0158393 2
0.03 -0.36 0.0977736 -0.0209839 2
0.03 -0.35 0.0977515 -0.0210866 2
0.03 -0.02 -0.0384573 -0.0923095 256
0.03 0.02 -0.0384573 0.0923095 256
0.03 0.35 0.0977515 0.0210866 2
0.03 0.36 0.0977736 0.0209839 2
0.04 -0.02 -0.059993 -0.0800053 166
0.04 0.02 -0.059993 0.0800053 166
0.05 -0.47 0.0952712 -0.0303876 1
0.05 -0.03 -0.0470414 -0.0882446 98
0.05 0.03 -0.0470414 0.0882446 98
0.05 0.47 0.0952712 0.0303876 1
0.06 -0.03 -0.0599762 -0.0800178 74
0.06 0.03 -0.0599762 0.0800178 74
0.09 -0.64 0.0878516 -0.0477712 0
0.09 0.64 0.0878516 0.0477712 0
0.1 -0.48 0.0877292 -0.0479957 1
0.1 -0.06 -0.046919 -0.0883097 24
0.1 0.06 -0.046919 0.0883097 24
0.1 0.48 0.0877292 0.0479957 1
0.11 -0.52 0.0863633 -0.050412 1
0.11 -0.51 0.0862947 -0.0505294 1
0.11 0.51 0.0862947 0.0505294 1
0.11 0.52 0.0863633 0.050412 1
0.12 -0.58 0.084789 -0.0530172 1
0.12 -0.57 0.0848322 -0.052948 1
0.12 -0.07 -0.0489893 -0.0871783 17
0.12 0.07 -0.0489893 0.0871783 17
0.12 0.57 0.0848322 0.052948 1
0.12 0.58 0.084789 0.0530172 1
0.13 -0.6 0.0831851 -0.0554999 1
0.13 -0.58 0.0832761 -0.0553632 1
0.13 -0.07 -0.0547779 -0.0836623 15
0.13 0.07 -0.0547779 0.0836623 15
0.13 0.58 0.0832761 0.0553632 1
0.13 0.6 0.0831851 0.0554999 1
0.19 -0.13 -0.0351195 -0.0936302 6
0.19 0.13 -0.0351195 0.0936302 6
0.21 -0.58 0.0701793 -0.0712381 1
